Type,Value,Select
7,0.2184318264312235,1
3,0.014663467306413991,0
3,0.06951454264866619,0
1,0.9222461527987944,0
7,0.4373285676265556,1
1,0.2063678147208352,1
0,0.3874554991681184,0
4,0.884018704482983,1
5,0.228106790526878,1
7,0.49393735859720356,1
9,0.782793605111622,1
8,0.9604962680063468,0
5,0.5555112533335219,1
0,0.775579257867325,0
1,0.8918213262768949,1
4,0.910275127175371,0
0,0.15298442380837152,0
4,0.4188429151195562,0
7,0.6673138013717886,0
5,0.0032942735427137215,0
6,0.5000988130579237,1
5,0.3847798203580969,1
4,0.3846911397561703,1
9,0.7792561017566564,1
6,0.22540321942798058,0
3,0.5334825943614429,0
1,0.18019672553088295,0
0,0.3862101918326619,0
9,0.5300652414254398,1
5,0.5147791260962603,1
3,0.3544910267572994,1
8,0.04283939466855202,0
8,0.0008828887141808517,0
7,0.18904454299085915,1
7,0.39515862330505713,0
5,0.2365648412147514,0
6,0.6253687548486475,0
5,0.622738812090901,0
6,0.748108401369194,0
0,0.43518201830533276,0
7,0.37529111417500616,0
1,0.63867812929747,0
4,0.08828385119574245,0
3,0.12843522960652864,0
9,0.20247010211383476,0
1,0.07253349133307363,0
0,0.2993943604033922,0
9,0.23793755222056612,1
1,0.3125287591967343,1
4,0.8162072732003303,1
8,0.938537189306832,1
9,0.9017603220442323,1
8,0.2567186741659071,0
4,0.3262441748568814,1
7,0.4632233673201541,0
4,0.2847630785962696,1
0,0.6674663138746602,0
1,0.726420306996485,1
6,0.6862854708526932,1
9,0.38679146297606526,1
8,0.3952297537351228,0
9,0.8848307680409331,1
9,0.5882046228854418,0
2,0.1781896530716195,1
7,0.09177372091271241,0
5,0.663028871071464,0
2,0.9197523358319837,0
8,0.14335416504426024,0
4,0.6059381226238432,0
4,0.5139721222140409,1
2,0.6409432062864375,1
2,0.22323008222608354,1
7,0.12575983463886764,0
5,0.3066641863526932,0
0,0.48443709616977504,0
7,0.4538037778836852,0
9,0.056533942598302356,0
2,0.5847777701097688,0
8,0.9592700601962562,1
9,0.16717532642084953,0
7,0.7384431626053811,1
5,0.6869269101225973,0
6,0.8549187837003412,1
3,0.6191763625334361,0
8,0.570547095860065,1
0,0.20892670047610284,0
2,0.926589177169944,0
3,0.5800715747566965,0
4,0.8375416412842157,0
4,0.5902983226905799,1
4,0.004513046654748054,0
5,0.8308170977848147,0
5,0.45394297119569615,0
5,0.3858703514771884,1
2,0.9836514649537371,0
1,0.7541920117484395,0
2,0.042687175660204635,1
3,0.43365155954104406,0
5,0.2005726902274273,0
0,0.3213983583608978,1
3,0.08021360226795904,0
7,0.048107109307378604,0
7,0.20745512359400464,1
0,0.08042370507273167,1
2,0.6065300918320897,1
3,0.7992008692379596,0
4,0.6672292749305981,0
0,0.43533587103215954,0
9,0.7218710856047076,0
9,0.7141940420651147,1
6,0.024727259462977158,0
7,0.2057316992820004,1
7,0.708060313141565,0
4,0.8948013770785844,1
8,0.12774834248412237,1
1,0.44094224618652134,1
2,0.2809941521024555,1
5,0.44554209752961926,1
4,0.707157377930353,1
0,0.917954633982886,0
6,0.03550082626768225,0
1,0.22951332439549155,0
3,0.12026167654122899,1
4,0.05288407379229321,0
5,0.5576067743147028,1
1,0.14908440904780895,0
2,0.5878848150583719,0
8,0.13376493208219453,0
7,0.045910847993876014,0
4,0.10898217082622963,0
1,0.7715868812020815,1
8,0.681156269018421,1
8,0.9708830024137752,1
5,0.1931555596906983,0
1,0.8420254319897462,0
9,0.1836650428476262,0
9,0.9636946532510667,1
1,0.7998789335085736,0
7,0.8359829571147053,0
5,0.3321657529715034,0
2,0.1815583369931928,0
4,0.6881991804371893,0
4,0.7567371744730301,0
9,0.38546288174191445,0
6,0.825512947608361,0
1,0.63580478198164,0
7,0.15395703213188072,1
8,0.2833578300106243,1
6,0.42137155594026676,1
7,0.022904977610459842,0
2,0.1237238972355369,1
5,0.5669278978026756,1
4,0.26373142041368114,1
3,0.3834049069906831,0
6,0.3715590238393598,1
4,0.24644921200214465,1
2,0.3269074728256419,1
2,0.7170923642611962,1
3,0.13597835133263603,0
2,0.6592906428329395,0
1,0.2416402655628428,1
2,0.485864374160874,1
9,0.9043846400249679,1
4,0.34977804789744704,1
6,0.18880656012512886,1
1,0.317289266418732,0
8,0.823602083690015,1
1,0.8199231284551524,0
1,0.9445206720420269,0
5,0.5560874636882854,0
3,0.6204070124381678,0
2,0.5705505603977287,0
7,0.6749871250233044,0
3,0.545259394618343,0
2,0.5896343493499447,0
0,0.43538984314124496,0
6,0.5252559627380776,0
9,0.10490098645206081,1
8,0.2196073247469449,0
6,0.5504026834259803,1
8,0.029200806432968185,0
0,0.9323990068572089,0
5,0.38795349638498955,1
1,0.5860830672336828,1
8,0.4185599050458423,1
9,0.21243836611972888,1
7,0.18353077212435065,1
3,0.8808361955244558,1
4,0.8134346389659628,0
9,0.1686012889071966,0
9,0.0927298774444244,0
6,0.4352400277311289,0
0,0.13936601286885097,0
4,0.7418713698390553,1
9,0.7361414989673777,1
4,0.8429750933134079,0
8,0.008625686488581641,1
5,0.6531480735370347,0
0,0.7620184282919563,0
5,0.9532417355618414,1
0,0.8634132863996818,0
0,0.25208036447347604,1
8,0.7998919137014716,0
9,0.8200899922487678,0
0,0.2982936355640866,1
8,0.9734181754983768,1
0,0.1725423743120551,0
1,0.9826171588917356,0
3,0.7878518315346523,1
1,0.650306109703481,1
0,0.9179087090868923,1
3,0.7284621572381207,0
4,0.9195314281275363,0
3,0.6490743717777133,0
2,0.911532941913458,1
6,0.06992993925459356,0
5,0.6844803926814812,1
7,0.9899459759929945,0
8,0.0662890063869922,0
1,0.6010981356587309,0
6,0.6263373998596558,0
3,0.8683521589994079,1
0,0.35591827932718756,0
0,0.6423966906651354,1
4,0.5321317164083968,0
4,0.03765391102252025,0
1,0.21449346024713867,1
1,0.3188392663993177,0
2,0.5560299301282299,0
4,0.8930748685533758,1
7,0.08252261255394111,1
2,0.3513152440543824,1
8,0.38870939714635044,1
5,0.4952777846124853,1
0,0.29644715061403404,0
4,0.8109392074003681,0
1,0.3134433639413746,1
2,0.3742168434252876,1
0,0.9884979763490406,0
9,0.6531340409191356,0
2,0.5828381258639969,0
9,0.42680255433801695,1
5,0.9718749878974057,1
2,0.8907066984423042,0
8,0.22893483805045878,1
2,0.7315737844449199,0
3,0.28969843849047505,0
9,0.20744631266807967,1
8,0.5634770014379351,0
7,0.6138263552904232,1
1,0.5156830838382912,1
4,0.16537989678819665,1
5,0.20951496412904402,0
5,0.720421172777899,0
3,0.8238862132992298,0
8,0.6123683185493384,1
0,0.9659706976423847,1
3,0.566527567388602,1
7,0.6432484628416004,0
3,0.9851192523745791,0
9,0.49439376713910244,0
8,0.4439506645940463,1
7,0.862056167404381,1
5,0.5167056434847611,0
4,0.16924746498494714,0
2,0.5788901160386846,0
2,0.1506871370824292,1
0,0.035335062174739806,0
0,0.6195189438255438,0
8,0.17031607477043387,1
3,0.9964866810514591,1
8,0.3323470764716606,0
6,0.014934673557376321,1
8,0.7922375126079509,0
1,0.6459024884648633,1
2,0.035804188268170445,1
4,0.7020406043174745,1
4,0.14726377433754956,0
4,0.45940683038378505,1
9,0.6433830828051366,0
8,0.3931737478317364,1
6,0.7740236372057109,1
6,0.4379244492563453,0
2,0.3416515750155962,1
0,0.3544064692865009,1
6,0.6207913779437663,0
5,0.7371658408729639,1
0,0.8292959336735882,1
7,0.20387453323123372,1
9,0.8978283074585341,1
3,0.9988875338151468,0
1,0.0037906872998186847,1
5,0.8405402078705841,0
7,0.008959627553951965,0
9,0.019763483049088593,1
5,0.5499472459178537,1
7,0.8812589578329876,0
9,0.8236222648208656,1
0,0.7524348572174071,1
8,0.4992792152601967,1
5,0.3192516761737004,1
7,0.27319639698895626,1
0,0.6674351570464647,1
1,0.9547174944880357,1
4,0.4540678089259591,0
4,0.4533451185809223,1
4,0.2741586691634822,0
7,0.0023360778319445608,1
5,0.8517662995867222,0
8,0.5107817234694393,1
0,0.04477210577226309,1
5,0.855835462085862,1
4,0.4978916458462733,0
6,0.3636139246866015,1
3,0.3887082523144104,1
9,0.26346266376252825,1
9,0.5998315870705405,1
5,0.5197567408068212,0
5,0.9882813351466279,0
4,0.25596079248866666,1
2,0.9603033829886384,1
6,0.4314606724602925,1
7,0.8657326795308903,0
4,0.6161175060800179,0
1,0.3810489778640238,0
4,0.6282167754856148,0
4,0.24722307849585134,0
0,0.6441568870605661,0
7,0.45381875899419166,0
9,0.580029080565698,0
0,0.906699432687676,1
6,0.13662921153756635,1
8,0.06369194274792334,0
6,0.5581009918968567,0
3,0.39095908225607257,0
8,0.5898453818424603,0
1,0.10135248795969287,0
6,0.9103416180347718,0
7,0.617605025713971,1
9,0.7254674969653141,1
7,0.9759263009193504,0
1,0.31301305439214455,0
6,0.2566712765279555,1
9,0.5431565660074866,0
1,0.6700956880107249,0
9,0.120126050050394,1
1,0.6769305049427042,0
0,0.7789355001465769,1
4,0.6414695686437402,0
7,0.6074558821640322,1
0,0.830551327265235,1
2,0.24570343637737468,0
7,0.3097898669621756,0
1,0.5408794666092411,0
2,0.7037683312913823,1
9,0.6039843856190571,0
5,0.3686447826536776,0
5,0.11797256039215154,1
5,0.26880042764156353,0
5,0.573859727415229,0
6,0.1626313977694518,0
6,0.14004030572339032,1
9,0.7828222498556283,1
4,0.5115558750406255,1
6,0.5621121126752421,1
1,0.21065909157916463,0
3,0.43436697061994856,1
3,0.6214822420686539,1
3,0.5911035228020746,1
6,0.178396164378814,0
2,0.13751873304872675,1
1,0.79070547186784,1
8,0.22081993647519027,1
4,0.18793972550283344,0
4,0.8827949091963369,0
0,0.7357838289055693,1
6,0.5780481590773399,1
3,0.23039871013338153,1
8,0.07512117572020827,1
8,0.8531201801942705,1
7,0.8288140374349979,1
0,0.7372952616547354,0
4,0.5894971951767306,0
6,0.5937736370276502,1
2,0.15329060143335427,0
0,0.3913058265901579,0
2,0.8817770945010663,0
3,0.6542376039611154,1
6,0.7205804081543475,1
9,0.7613291553842755,1
5,0.750792103267424,1
0,0.7447388663862993,0
5,0.9688561768309504,1
4,0.21870307200049077,0
8,0.8974506152028817,1
1,0.9468420822555392,1
7,0.04621008524606296,1
3,0.025705374991241592,0
2,0.4895463851704508,1
8,0.07644812397926448,0
5,0.12731562223975168,0
6,0.7059286088058898,0
5,0.7895285371651538,1
9,0.943419471359454,1
0,0.9642891362302625,0
9,0.15059746184745104,1
3,0.20770683807671242,0
5,0.22483221472773096,0
3,0.6132811404117497,0
3,0.3251078649212491,0
3,0.2544597414615092,0
5,0.8511823318076877,1
4,0.6875643704933269,0
1,0.5696052124453356,1
1,0.794880504015921,1
6,0.6443565467554737,1
5,0.8639903396033168,0
3,0.7060321784498383,1
3,0.9340350150384958,1
4,0.6727914674115327,1
2,0.5363426785856026,1
5,0.34243660246302343,0
5,0.3232137538420541,1
8,0.58379578222989,0
3,0.7823861506879828,1
9,0.6381205088163009,0
8,0.5819619556411082,0
8,0.6260740291089499,1
7,0.016760759777189493,0
7,0.538112549236758,0
3,0.9075458839281421,0
5,0.3867932185228282,1
1,0.9054191605204385,0
0,0.4433315306812756,1
6,0.6224787674795662,0
6,0.06464042226815159,0
8,0.5470664231516299,0
2,0.8222452172718047,1
4,0.35245915061459376,0
3,0.5353195800764718,1
7,0.7740178246243297,0
0,0.6345688146673905,1
0,0.00578262005163388,1
3,0.9914484348630226,0
6,0.5251785553652667,1
3,0.9102594595945983,0
7,0.6992775885278855,1
5,0.23786357453699125,1
6,0.31732593457419067,0
5,0.6365767595845132,1
7,0.37171090535176665,1
1,0.7928534970062797,1
1,0.5952011201258993,1
9,0.4098945947937256,1
4,0.757583191833669,1
2,0.6749977842617659,0
3,0.6802276741074158,0
4,0.20003222531081233,0
7,0.7436579514778968,0
6,0.20015190480327116,1
1,0.8279256396826102,1
6,0.8042156583142366,1
9,0.3952730612732801,0
1,0.9968586153260287,0
0,0.3183735156733589,0
8,0.37941463159671707,0
0,0.013805225415585931,0
0,0.19109003435768612,1
4,0.20058483041791297,1
0,0.4721761161223711,1
0,0.3203947414642594,1
6,0.7591397421528986,0
6,0.0758965041598999,0
7,0.8234684984797964,1
7,0.5754226793402237,0
7,0.30243092837065555,0
5,0.5912054457098872,1
8,0.5423066239298703,0
1,0.3988343411546681,1
0,0.827306809044588,0
2,0.032998614852052466,1
1,0.9543417555256857,0
6,0.3775825333315457,1
5,0.02470151172419799,1
0,0.3467093124065338,1
9,0.7862546373843134,1
4,0.03014438720877277,1
8,0.5680905606548674,0
9,0.9374474699501941,0
5,0.3217033438514483,0
8,0.8959757683523305,1
1,0.27980590268981265,0
8,0.1431275283943182,0
4,0.4730355424485527,0
6,0.2625305189115058,0
0,0.5165356873160402,1
5,0.5607480215303754,0
0,0.5144033305051424,0
4,0.5168042439526299,1
8,0.921464543594104,0
4,0.399263067929005,1
1,0.013376747168895808,1
5,0.7303522317631033,0
5,0.08892163474037684,1
1,0.7768754869548553,0
1,0.4766001671824216,1
1,0.7256470598567536,0
7,0.40046657237884964,1
5,0.1827505307027234,0
4,0.7147082580561659,0
3,0.21538686040017663,1
1,0.6175441193919693,0
4,0.4546680489200363,0
3,0.4627021690014057,0
8,0.05138731222836179,0
8,0.8066840698273988,0
8,0.9584818177079176,0
2,0.28814494521088296,1
4,0.3199002281127735,1
0,0.2827349805025773,0
0,0.8569087306274169,1
6,0.8675235990602667,0
8,0.6187832072155682,0
8,0.339617744542823,1
5,0.5087803819254434,1
6,0.09208918225778606,1
9,0.48261405366300236,0
4,0.8154892665588052,0
6,0.5194462998299061,0
7,0.17018185011533593,1
2,0.6147643864980764,1
9,0.5409890223562165,0
6,0.14114388652975485,0
6,0.1476735711624566,1
7,0.6529756578942686,0
0,0.054683346190373516,0
3,0.15448175275712384,0
2,0.0832457878291335,1
6,0.11248053746864084,0
4,0.4513971995757301,0
9,0.19960648482387655,0
9,0.014844848251708065,0
0,0.256892769019906,0
8,0.2949346101256438,0
5,0.7643643554737595,0
7,0.4232309389678004,1
6,0.6197185801812797,1
5,0.6227220840939534,1
0,0.0548954469298657,0
0,0.33005856315443705,1
2,0.49874312671306753,0
9,0.10834006548511599,0
5,0.7320316031275425,1
1,0.47629480235732236,1
9,0.02996060378853127,0
4,0.4820390058652029,0
7,0.7687733182481824,1
3,0.9523934113991268,0
5,0.7017701017050446,1
3,0.6861872889267217,0
2,0.5277517060233174,1
6,0.2546195978657916,1
3,0.5343814988853506,0
7,0.4700920078295763,0
2,0.7551956258877611,1
6,0.010474901205312914,1
2,0.8418302235941374,1
8,0.5768732172812693,1
0,0.3529049194716015,1
1,0.4789641835569325,1
5,0.2791874051256247,0
9,0.9508296378993276,0
6,0.002077689458580889,1
2,0.68866388886719,0
7,0.28331902892182836,0
6,0.6709144209471356,1
6,0.5858497274577622,1
1,0.9462993762559939,1
6,0.34665005038668484,1
6,0.3929896448161625,0
4,0.6775855514378953,1
7,0.523906471512515,1
4,0.5443887550683353,0
0,0.06078784172346574,1
5,0.37920060109329246,1
6,0.43470025965304127,0
5,0.11306542036930645,0
8,0.8356917073385008,1
2,0.7096744152935675,0
3,0.934110088560533,0
1,0.762264994397206,1
4,0.9858881675182226,0
5,0.4051220036628129,0
4,0.31318781195544887,1
7,0.45604605178722113,1
8,0.5248735509192491,1
6,0.234603807408181,0
1,0.08416876661767625,0
0,0.9535592993183446,1
0,0.4099410836134384,0
4,0.8065503825636302,0
8,0.8516892627520608,0
5,0.5282822192465242,1
1,0.9293650114678573,1
1,0.14885266951527298,1
5,0.9308668915876026,1
7,0.2864183018573674,0
4,0.007027265634170776,0
1,0.9375662434250589,0
9,0.12804293609241235,0
2,0.9395942735454623,1
0,0.3739112726105459,1
3,0.01894570339061552,0
3,0.9597748765744551,0
8,0.14323277281813862,1
9,0.3574095412075653,0
6,0.24831232806732495,0
2,0.5642062555047747,1
0,0.18939496520443544,0
4,0.9950967584768944,0
0,0.3505547338693884,1
8,0.6352158891501178,0
4,0.18818404548665568,0
7,0.5548371994167911,0
9,0.7982702888950437,1
6,0.4457379548521636,1
0,0.47176114417315973,0
6,0.771953262083799,0
6,0.043950307972492664,1
8,0.817274139792604,0
0,0.4537975881682983,1
0,0.06708220306500845,1
7,0.7657163533482224,0
7,0.011779282620849374,1
7,0.285151335448003,0
6,0.7123203785923554,1
4,0.5250567319664198,0
1,0.8396473444108451,0
1,0.43140238383342855,1
1,0.07932068441525841,1
7,0.6602971970295273,1
5,0.7575640126836126,1
4,0.09021284854002098,0
5,0.7206003706134925,0
7,0.35697258702739487,1
8,0.4107205334489724,1
7,0.9975631454717421,0
2,0.2583098612915289,0
5,0.4201970330550866,0
6,0.39937182423990325,0
7,0.9626370024871841,1
9,0.3371918168463486,1
2,0.8096592717774878,0
6,0.7737709194638921,0
2,0.9047551992741656,1
2,0.9365706352780647,0
0,0.8856538186601408,1
6,0.5984227537627537,1
0,0.7456397283286286,1
5,0.2699278219874439,0
4,0.6715637727402293,1
6,0.8412261359846114,1
4,0.8680490598949104,1
6,0.6420218752761333,1
5,0.8977321540588266,0
8,0.8090551949307919,1
2,0.6338327619963139,0
5,0.9961954539358611,1
3,0.2736250515109139,1
3,0.6378213494389067,1
1,0.9970862600599573,1
4,0.42266155814829776,1
2,0.19512199789554208,1
3,0.18947305985302454,1
4,0.45940568074350796,1
1,0.4607412327895257,1
3,0.2376758612831973,1
2,0.4313122188909789,1
3,0.7220896616717546,1
7,0.96351324694911,1
7,0.8624684931215744,0
6,0.6508780890281918,1
6,0.9249757861680755,0
1,0.3042615150894029,1
4,0.4826017945342833,1
2,0.11141541592005377,0
4,0.6837138525409365,1
2,0.9146044204973683,0
9,0.4258233819956344,1
8,0.9269097581559234,0
2,0.06095302447085893,0
5,0.262580161178842,1
2,0.16838499417692687,0
8,0.013414123528278199,1
3,0.3897485138418413,1
4,0.7224434908757638,1
1,0.28146720651958224,0
4,0.04222867116029072,0
8,0.18943664238761826,0
5,0.03538877260596085,1
8,0.1822590383144943,1
2,0.07221790254023608,0
4,0.8867989814742506,0
4,0.29104760963276166,0
0,0.9859970107613367,0
8,0.8387826014355946,1
4,0.8645348889290899,0
1,0.12904789851983844,1
4,0.46115701634834183,1
7,0.7011562809106975,0
4,0.9767920954745023,0
0,0.20497317640992063,0
5,0.49782216611887764,1
6,0.9075688197410876,1
7,0.2619666401439512,0
4,0.46340454458369273,1
4,0.4461671309886639,1
6,0.09393636117471316,0
4,0.7401038112240305,0
6,0.4154059402210243,0
9,0.5629654810159079,0
5,0.3103596874420348,1
4,0.5342227439921362,0
2,0.7960023128494891,0
7,0.7267367618814633,1
2,0.8935470911421852,0
1,0.7451719798132168,1
0,0.2213095080741735,0
0,0.6358616651786312,0
2,0.6118547062276983,0
7,0.6636037470217535,0
6,0.7549038570293906,1
4,0.9071248171203992,1
2,0.8649988783071306,0
6,0.18439894829293013,1
1,0.30148203780282246,1
6,0.8877693904587667,0
4,0.33579780010275007,0
9,0.9152400274348481,1
0,0.2590964096081172,0
2,0.02707916153044687,0
7,0.4492912047447588,0
8,0.5986440483690701,0
5,0.48178349910318397,1
1,0.9047821277643672,1
3,0.6569875774118943,0
3,0.16361036234062665,0
5,0.2819683464924839,0
4,0.23449211226931088,1
9,0.7964517554885742,1
5,0.6197024171580788,0
3,0.6578411613687083,1
9,0.024957745661967845,0
8,0.3435939674666947,1
3,0.03379656640780204,0
6,0.5464017385594454,1
2,0.6004970398953702,0
3,0.86811176686743,0
6,0.3297764814247025,0
2,0.7411118203055052,1
9,0.5923711282285641,0
3,0.9502028251701005,1
5,0.7746606475784191,1
6,0.8740603287892457,1
8,0.8771837688381786,1
9,0.6469040819048367,1
5,0.8691910273937269,0
0,0.9120741123392531,0
5,0.8684906023860962,0
9,0.4146332559967113,1
6,0.5230523107244263,1
0,0.5334093837346828,0
3,0.6053775104317071,0
8,0.65809891837134,0
7,0.2635256953540306,0
9,0.770065936231992,1
0,0.8721220818409232,0
6,0.038344667810202515,0
2,0.6529527842080725,1
2,0.541362231626853,1
7,0.79991289251997,0
9,0.20633149362981373,0
5,0.8553600470891652,0
3,0.05954336732172216,0
4,0.12560239307677157,1
8,0.6786090009255152,0
8,0.3513381272163071,1
4,0.9633554693175141,1
7,0.4067744988379609,0
1,0.30976571347213966,0
2,0.4615688601059815,1
4,0.18515797960958957,1
0,0.8608424528521808,1
1,0.30890626808969834,0
0,0.6295655275064231,0
4,0.5565358674918336,1
3,0.39384822614249604,0
0,0.8236472937236067,0
9,0.5695665236094454,1
6,0.9514708279777312,1
9,0.5211808604341202,1
4,0.9451286059728001,0
0,0.5509328310355581,1
7,0.09410641605883141,0
6,0.5267210528818217,0
1,0.9690656547091613,1
1,0.45277706069701174,0
1,0.30314294905441996,0
8,0.5045111635047765,1
1,0.5942504865427066,0
3,0.5580951775278244,0
3,0.547478184768983,1
9,0.5170391441820252,1
1,0.19061193477073224,0
5,0.3912516766737132,0
4,0.25265705390204685,0
0,0.5566911475827635,0
2,0.7292158889766022,1
6,0.43158138506134947,1
1,0.355849832323873,1
0,0.5357299299500469,1
1,0.9817756813589005,0
3,0.14938127436625648,1
8,0.3065593989118943,0
7,0.6651901806112868,1
0,0.501822993162052,1
2,0.5943365594744372,1
1,0.7901280426585903,0
2,0.22298960957278313,0
4,0.08394386215115124,0
8,0.12790555844817508,1
5,0.21733396398047478,0
2,0.5973545485025632,0
2,0.2919394792096678,0
4,0.22447451513132743,1
3,0.5326892926949048,1
1,0.8589614807321069,1
9,0.33841151420606497,0
5,0.3131523705928152,0
3,0.1699902519871911,0
6,0.4087440129364158,1
3,0.9928521947505655,1
1,0.027101975532758837,1
0,0.851411591273046,0
6,0.15651254623291444,1
8,0.30137549008919495,1
9,0.34023047338916423,0
6,0.4638658676216777,1
8,0.01264784453140766,1
9,0.07353584564826443,1
9,0.6309856596765655,0
0,0.6385646437010508,0
6,0.41833305629629913,1
6,0.15515365011666715,0
8,0.8889880215471986,0
2,0.5977858968059796,1
4,0.36035079983628304,0
1,0.006889572347107076,0
6,0.5536686512467254,0
6,0.9814029397634457,1
7,0.6898708664783336,0
6,0.44364593285885634,1
0,0.8224095566483131,0
4,0.9404248687482482,1
6,0.7892330562348024,1
7,0.5209233404090043,0
6,0.7884407202765664,0
6,0.23112135358820418,0
7,0.07437499449601148,0
9,0.8712425328457174,0
5,0.6787960529950305,1
1,0.14982037520058478,1
9,0.10981006423421125,0
9,0.8359265453922395,0
4,0.09490924555080926,0
2,0.10208377073774921,0
0,0.23459108033746645,0
4,0.0635001999393916,0
8,0.6351081035865849,0
6,0.8223799782414197,0
1,0.9587283238327486,1
5,0.3356775570955207,0
2,0.8938767018076103,0
1,0.9880247441390291,0
4,0.783572310108965,1
9,0.00925470146392704,0
2,0.9422009220515367,1
8,0.39407777612807937,0
0,0.9643535227924919,0
5,0.6042362394735031,0
8,0.4863360220017794,1
9,0.580897980868461,1
6,0.3919299627539353,0
0,0.600403476803798,0
3,0.3093206682415768,0
9,0.6284266830264552,0
3,0.465350691402324,0
9,0.50145035736905,0
2,0.9401866232704688,1
3,0.994587027688257,0
7,0.8974874842340329,1
9,0.9265825086764043,1
8,0.5382725333975349,1
1,0.20892430294279862,1
9,0.8458821163642821,1
0,0.23463306962084118,0
1,0.4263951139826109,1
4,0.2911344057104588,0
4,0.9695226436767781,0
0,0.9612619200925949,1
4,0.1656357328583099,1
9,0.12845507282095314,1
6,0.3135497975626256,1
4,0.2276831082713342,1
7,0.5762022283174176,1
3,0.8113034678234572,0
1,0.6057402666961107,1
2,0.06146938978949368,0
5,0.44046500991610427,1
1,0.7405996571640644,1
8,0.27804720029746843,0
0,0.9288003652204293,0
1,0.5868455396412776,0
2,0.24042507863000795,0
5,0.6755188466667014,0
2,0.5080443255535395,1
3,0.078027387920375,1
5,0.9622754568134739,1
8,0.7509095978644484,0
8,0.12162718994371968,0
2,0.33063992610639925,1
8,0.815066262992099,0
6,0.9414378621158964,1
0,0.8372628342572074,1
6,0.4230661953975462,0
0,0.4025563822800088,1
8,0.8710061042339573,1
9,0.027015526612968133,1
0,0.8403422887988903,1
8,0.7451733240396556,0
8,0.530483545955146,1
3,0.07201488763345121,0
1,0.9506840237510824,1
1,0.8275730069428341,1
9,0.8116985017152175,0
8,0.9079687195067759,0
7,0.37924490184501025,1
3,0.14266400009262825,0
6,0.8531876482175392,1
8,0.2235860528121688,0
7,0.87538867802032,0
7,0.2381788781029741,1
7,0.06200849638651229,1
3,0.1150348946331955,1
4,0.8711861964222465,0
4,0.8452307695591037,0
2,0.8117015829219604,0
1,0.9958921554752226,0
7,0.7120938934648128,0
4,0.30851592812218054,0
0,0.7832970454994195,1
1,0.9852603430925988,0
6,0.2022326544788685,0
5,0.9930134250783116,1
3,0.39813100989337624,0
8,0.6889585223630003,0
9,0.515992342287533,1
1,0.5074958543913194,1
1,0.3905384059298208,1
6,0.055494846773621154,1
0,0.22818801968299618,1
8,0.8004236714885189,0
8,0.31624917206001346,1
6,0.8767663909904132,1
9,0.5060500953983966,0
6,0.9048490167619584,0
3,0.14500401046935196,0
6,0.5660863774375307,0
8,0.046151157698588796,1
7,0.14225366544537532,0
5,0.9952389779102896,0
1,0.0476578347583313,0
8,0.3652226865368924,0
6,0.2026379223137914,1
1,0.22473999774618003,1
5,0.9092485253052869,1
1,0.5614103882655759,1
0,0.37744080725983,1
4,0.2768634100303957,0
2,0.4601621654918905,1
8,0.4400940976654141,1
9,0.3646547515620009,1
7,0.9677374344337193,1
5,0.12021582604825898,1
7,0.8984740077961464,1
4,0.44264255857049073,0
2,0.9271130698165412,1
5,0.7650216800864498,0
7,0.7268298721899815,0
5,0.9985112635117662,0
3,0.1714015450760802,1
4,0.14498659804222902,0
3,0.2669868525006701,1
0,0.6168421632481155,1
6,0.3977613814014329,0
0,0.5940365020420666,0
1,0.6828928219592031,0
7,0.31047117184332307,1
9,0.6822090984535352,1
4,0.9484878138070983,1
0,0.3750397469383824,1
2,0.8146335312729588,1
7,0.9465899313957776,0
5,0.06635150404248435,1
0,0.4262226851570572,0
7,0.6291522168040231,0
4,0.6896840836151572,0
6,0.7484560450696593,0
9,0.8869030560960238,1
5,0.6598220333521925,0
1,0.5726894694584745,1
9,0.49002165196396574,1
5,0.5149119743589609,1
7,0.6633353954525314,0
7,0.7558708231499531,0
6,0.2645212458623535,0
5,0.7862839434147002,0
2,0.7791485218576211,1
4,0.10841435201293037,0
7,0.7474240319625259,1
5,0.3240808769479183,1
7,0.46109761156294093,1
0,0.298136173012591,1
7,0.6407567024168649,0
4,0.17341016047300428,1
8,0.8563110455919204,0
3,0.4706373773691528,1
9,0.931511486469601,0
7,0.3341356062474943,1
7,0.7653491877996744,0
2,0.47200682908672653,0
9,0.9989842197143638,0
0,0.296410111230492,0
4,0.05487267833330933,1
5,0.43499604747964105,1
6,0.43482713612551027,1
8,0.912613837983123,0
0,0.04783953422627685,0
1,0.5358774261976037,1
9,0.8827939316273933,0
2,0.8831612975829222,0
7,0.5823433092382204,0
9,0.5882543292907552,0
5,0.2392815566909139,1
0,0.632757819510204,0
2,0.5771312170301015,1
0,0.31477642184398247,0
3,0.6668815048404702,1
2,0.9307716663388794,1
5,0.1834364194709689,1
6,0.7353691660084846,1
0,0.5539914421368582,0
6,0.4804553732204112,1
5,0.24402643403088842,0
4,0.35803065141534074,1
7,0.38809767496459047,0
0,0.7092250518462897,0
1,0.32779672128148063,1
8,0.34667093242259517,1
6,0.24507942548221973,1
8,0.605852263529084,0
0,0.5084279513792683,1
3,0.13397209396206045,0
8,0.09479720066716546,1
2,0.6422994743854504,0
2,0.3652477272662502,1
6,0.2870082911050773,1
3,0.9143141065659891,0
8,0.9246584337415594,0
0,0.9512794338119471,1
4,0.5984166868182493,1
8,0.7471449043502603,1
